cliente;cpf_cnpj;uf;porte_do_cliente;natureza_do_cliente;setor_cnae;data_da_contratacao;valor_desembolsado_reais;juros;prazo_amortizacao_meses;situacao_da_operacao
JOHANN TRANSPORTES LTDA;**.*04.991/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-11-23;91000,0;9,5;42;LIQUIDADA
J.J.A. 2007 COM DE PROD QUIMICOS LTDA;**.*32.150/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-09-27;141000,0;5,5;57;LIQUIDADA
LUCIA DE FATIMA DOS S GARCIA - ME;**.*64.418/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2017-05-22;3000,0;2,0;60;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-02-10;12000,0;2,0;72;LIQUIDADA
J. C. MAGALHAES COMERCIO E REPRESENTACOES LTDA;**.*86.826/0001-**; AL;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-07-21;1000000,0;8,2;33;LIQUIDADA
ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS;**.*97.338/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-12-16;135976,0;3,5;48;LIQUIDADA
GRAN CARGO TRANSPORTES LTDA;**.*15.569/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-08-07;22400,0;5,1;57;LIQUIDADA
DINEX ENGENHARIA MINERAL LTDA;**.*29.315/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2025-08-29;125000,0;21,53;45;ATIVA
OSVALDETE CELESTINO DE SOUZA;**.*05.571/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-08-03;193300,0;4,5;57;LIQUIDADA
PEDRA AGROINDUSTRIAL S/A;**.*04.687/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2019-03-29;6000000,0;2,89;78;ATIVA
ROLF REINKE TRANSPORTES IND COM AGRICULTURA LTDA;**.*87.753/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2007-03-20;44000,0;6,0;54;LIQUIDADA
ELO SISTEMAS ELETRONICOS S.A. -;**.*32.342/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-10-04;59836,0;8,7;57;LIQUIDADA
PORTMAX TELHAS INDUSTRIA DE FERRO E ACO LTDA;**.*65.029/0001-**; MS;MICRO;PRIVADA;COMERCIO E SERVICOS;2016-10-20;115500,0;6,6;54;LIQUIDADA
CIDADE VERDE TRANSPORTE RODOVIARIO LTDA;**.*73.117/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2025-10-01;1797000,0;17,79;54;ATIVA
DISTRIBUIDORA MONTE SIAO LTDA;**.*92.805/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-10-20;5607,0;6,5;42;LIQUIDADA
UNIAO TRANSPORTES DE CARGAS E ESCOLAR LTDA ME;**.*50.811/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-07-29;66472,0;3,0;42;LIQUIDADA
A T VILELA ME;**.*79.528/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-01-11;25079,0;6,5;48;LIQUIDADA
PAZIANI & ZAGATO LTDA - ME;**.*93.823/0001-**; SP;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2013-06-11;291739,0;3,0;114;LIQUIDADA
QUALITEC ARTEFATOS DE CIMENTO LTDA;**.*06.521/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-03-25;450000,0;4,5;54;LIQUIDADA
BANCO DA AMAZONIA SA / FINAM;**.*02.979/0001-**; MA;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-02-13;149873,0;8,75;48;LIQUIDADA
PAULO ROBERTO PIRES PRADO;**.*13.003/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-04-29;22500,0;3,9;33;LIQUIDADA
VINHEDOS TRANSPORTES LTDA;**.*61.108/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-04-17;96660,0;2,7;54;LIQUIDADA
MEDEFIL MINERACAO TRANSPORTES LTDA;**.*21.343/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-03-12;48890,0;7,0;42;LIQUIDADA
"OLARIA ""JBM""LTDA. - ME";**.*41.124/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-11-27;80070,0;2,5;69;LIQUIDADA
CINCO ESTRELAS TRANSPORTES E LOGISTICA LTDA;**.*57.312/0001-**; DF;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-01-12;46042,0;4,0;57;LIQUIDADA
AMETISTA EMPREENDIMENTOS LTDA;**.*49.381/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-09-23;398000,0;4,0;21;LIQUIDADA
RODOVIARIO 3 IRMAOS PIRACICABA LTDA;**.*40.892/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-09-03;513000,0;7,0;33;LIQUIDADA
HM TRANSPORTES LTDA. EPP;**.*91.901/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-10-19;195300,0;3,9;60;LIQUIDADA
KRONBAUER TERRAPLANAGEM E TRANSPORTES LTDA;**.*36.483/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-09-02;251200,0;4,5;54;LIQUIDADA
ORTHOFLEX INDUSTRIA E COMERCIO DE COLCHOES LTDA;**.*67.768/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2007-07-27;19000,0;4,8;57;LIQUIDADA
SERVITIUM LTDA;**.*58.943/0001-**; PE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-01-13;142000,0;4,0;33;LIQUIDADA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-02-15;18360,0;2,0;60;LIQUIDADA
ARISTIDES R SILVA;**.*94.236/0001-**; MT;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-11-11;63000,0;7,0;57;LIQUIDADA
PATRUS TRANSPORTES LTDA;**.*63.456/0001-**; ES;GRANDE;PRIVADA;COMERCIO E SERVICOS;2005-07-05;243200,0;4,4;36;LIQUIDADA
POLIVIDROS COML. LTDA.;**.*10.353/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-05-12;;12,65;60;ATIVA
TUBERFIL INDUSTRIA E COMERCIO DE TUBOS LTDA;**.*00.962/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2007-11-21;295211,0;3,0;48;LIQUIDADA
EXPLOG COMERCIO E LOGISTICA EM EXPLOSIVOS LTDA;**.*88.109/0001-**; PE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-08-03;199800,0;8,0;57;LIQUIDADA
OLHARTE COMUNICACAO VISUAL EIRELI;**.*08.739/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-12-14;100000,0;5,55;36;ATIVA
SCHULZ COMPRESSORES LTDA;**.*35.798/0001-**; SC;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2026-06-22;50000000,0;12,34;48;ATIVA
RODOFERREIRA TRANSPORTE DE CARGAS LTDA -;**.*74.402/0001-**; MS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-04-29;142800,0;6,0;114;LIQUIDADA
JACAREI TRANSPORTE URBANO LTDA;**.*18.333/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-09-28;352000,0;10,0;36;LIQUIDADA
MUNDIAL IND COM DE TUBOS E CONEXOES LTDA;**.*17.774/0001-**; PR;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2003-08-22;681551,0;7,0;48;LIQUIDADA
FRANCISCO DE PAULO FREITAS;**.*58.150/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2019-06-24;100000,0;5,51;36;LIQUIDADA
IOTIC - CONSULTORIA EM TECNOLOGIA LTDA;**.*93.646/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2023-06-30;30000,0;15,18;114;ATIVA
MINEIRA LOGISTICA E TRANSPORTES LTDA;**.*88.925/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-05-25;20000,0;4,7;45;LIQUIDADA
JSX IMPORTACAO E EXPORTACAO LTDA;**.*62.288/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2023-06-28;190000,0;18,05;33;LIQUIDADA
EXPORTADORA DE MATERIAIS DE CONSTRUCAO FRATELLI LTDA;**.*28.760/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-05-14;10000,0;19,57;60;ATIVA
BANCO COOPERATIVO SICOOB S.A.;**.*38.232/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-05-08;3817,0;4,0;60;LIQUIDADA
QUALYCON ALIMENTOS LTDA;**.*57.588/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-09-28;35000,0;8,7;96;LIQUIDADA
PIOVESAN SOCIEDADE INDIVIDUAL DE ADVOCACIA;**.*33.927/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2024-05-09;102902,0;21,8;36;ATIVA
FRIGORIFICO CARIACICA SA;**.*50.869/0001-**; ES;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-08-09;382000,0;8,0;42;LIQUIDADA
BIG TRADING E EMPREENDIMENTOS LTDA;**.*17.393/0001-**; AM;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-08-17;63000,0;5,0;57;LIQUIDADA
DERCIO RIBEIRO DA SILVA ME;**.*59.778/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-01-26;123480,0;3,79;57;LIQUIDADA
LABEMA ALIMENTOS LTDA;**.*08.427/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2015-12-30;1000000,0;6,5;108;LIQUIDADA
BADESUL DESENVOLVIMENTO S.A. - AGENCIA DE FOMENTO/RS;**.*85.855/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-10-11;27000,0;2,0;84;LIQUIDADA
ALUMINI ENGENHARIA S.A.;**.*80.465/0001-**; PE;GRANDE;PRIVADA;COMERCIO E SERVICOS;2009-12-07;167200,0;7,0;90;LIQUIDADA
CINE BOULEVARD LTDA;**.*11.158/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-03-28;214000,0;3,0;66;LIQUIDADA
GENESIS TUR LTDA;**.*67.801/0001-**; MT;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-08-23;486414,0;17,08;57;ATIVA
VALGUARA INDUSTRIA E COMERCIO  ARTEFATOS  CIMENTO LTDA;**.*80.708/0001-**; SP;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-04-12;187200,0;6,5;42;LIQUIDADA
ALEMA RESTAURANTES LTDA;**.*18.915/0001-**; AM;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-04-25;300000,0;3,58;32;LIQUIDADA
SUPERMERCADO POTENCIA LTDA;**.*30.672/0001-**; PA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2017-06-05;600000,0;13,1;48;LIQUIDADA
COMERCIAL DE ALIMENTOS RHUAN LTDA;**.*49.386/0001-**; BA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-08-23;386400,0;3,08;33;LIQUIDADA
BANCO SANTANDER (BRASIL) S.A.;**.*00.888/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-05-25;100000,0;8,75;54;LIQUIDADA
LUCIANO SILVA MOREIRA ME;**.*10.990/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2016-07-21;86400,0;5,9;57;LIQUIDADA
DVB COMERCIO E TRANSPORTES DE ALIMENTOS LTDA;**.*66.275/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-02-07;576000,0;2,5;45;LIQUIDADA
VIACAO BONANCA LTDA;**.*33.769/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-01-09;245700,0;3,9;57;LIQUIDADA
C. J. TRANSPORTES LTDA. - ME;**.*27.381/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-03-25;306150,0;3,0;66;LIQUIDADA
CALDECORT COM DE METAIS LTDA ME;**.*50.862/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2009-12-09;88000,0;4,5;60;LIQUIDADA
GUARANTA DISTRIBUIDORA LTDA;**.*25.048/0001-**; MS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-12-11;9990,0;2,5;57;LIQUIDADA
AVICOLA BARREIRAS LTDA;**.*22.432/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2008-04-15;78600,0;4,5;60;LIQUIDADA
M ROCHA COML IMPORTADORA E EXPORTADORA LTDA;**.*28.664/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-07-08;264706,0;8,34;48;LIQUIDADA
F N GARCIA DA SILVA LTDA;**.*30.939/0001-**; PB;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-02-11;700000,0;14,13;48;ATIVA
LENARGE TRANSPORTES E SERVICOS LTDA;**.*70.124/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-01-21;283500,0;2,5;57;LIQUIDADA
BANCO SANTANDER (BRASIL) S.A.;**.*00.888/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-05-31;90000,0;8,75;78;LIQUIDADA
SIQUEIRA E PALAZZI IND E COM EPP;**.*39.629/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-12-28;76320,0;5,5;48;LIQUIDADA
TELELOK LTDA;**.*28.758/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-12-07;118372,0;5,5;48;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-09-28;36000,0;5,5;72;LIQUIDADA
BRASMAQUINE EQUIPAMENTOS E SERVICOS LTDA;**.*75.960/0001-**; PR;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-02-17;53000,0;4,5;57;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-12-07;17000,0;2,0;60;LIQUIDADA
CELUPPI AGENCIAMENTO DE INSUMOS LTDA;**.*67.293/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2026-06-30;;17,07;58;ATIVA
BANCO DO BRASIL SA;**.*00.000/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-05-29;103772,0;8,75;48;LIQUIDADA
COOPERATIVA DE ELETRIFICACAO DE BRACO DO NORTE;**.*33.042/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-11-19;2600000,0;3,5;96;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-03-10;15852,0;2,0;120;LIQUIDADA
NINO PIZZARIA LTDA;**.*29.457/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-10-27;88011,0;6,0;42;LIQUIDADA
FERREIRA LOGISTICA E TRANSPORTES MULTIMODAL EIRELI EPP;**.*39.790/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-05-27;200700,0;7,0;54;LIQUIDADA
HURTH INFER INDUSTRIA DE MAQUINAS E FERRAMENTAS LTDA;**.*41.279/0001-**; SP;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2004-01-19;146666,0;3,8;48;LIQUIDADA
MACEDO E LORENZONI LTDA;**.*69.405/0001-**; GO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2005-10-07;925200,0;4,0;42;LIQUIDADA
MARTEBAM MINI ASSOC R TERRABOENSE P;**.*71.912/0001-**; RO;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2017-10-10;4000,0;2,0;60;LIQUIDADA
ALAIR GOMES DA SILVA CPF 368.341.066-34;**.*78.937/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-10-15;285000,0;2,5;114;LIQUIDADA
IG 2004 COMERCIO E SERVICOS DE INFORMATICA LTDA;**.*90.217/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-03-24;104851,0;5,5;96;LIQUIDADA
BIOSLAFF INDUSTRIA E COMERCIO DE COSMETICOS LTDA;**.*16.483/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2006-12-07;33760,0;8,0;30;LIQUIDADA
USINA DE ACUCAR SANTA TEREZINHA LTDA;**.*17.355/0001-**; PR;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2005-05-05;151650,0;12,0;54;LIQUIDADA
RJ IMPORTACAO E DISTRIBUICAO LTDA;**.*28.144/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2024-03-18;30000,0;12,11;48;ATIVA
SARGIL COMERCIO DE MINERAIS LTDA;**.*79.627/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-04-19;190000,0;7,0;54;LIQUIDADA
LOURDES LOPES MENDES 58983848049;**.*45.624/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2020-05-28;25000,0;6,06;42;LIQUIDADA
FORT ENGENHARIA SOLAR LTDA;**.*11.076/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-01-16;175000,0;6,61;60;ATIVA
TRANSPORTADORA VERDES CAMPOS LTDA;**.*16.774/0001-**; MT;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-08;103500,0;3,9;57;LIQUIDADA
RUBEM JOSE EIDT M E - ME;**.*29.022/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2017-01-04;32000,0;13,0;30;LIQUIDADA
CANADA TRANSPORTES E COMERCIO LTDA;**.*89.364/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2018-12-21;385000,0;4,87;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-05-19;12000,0;8,75;60;LIQUIDADA
TRANSPORTADORA PLANALTO LTDA;**.*40.997/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-04-27;149500,0;7,7;57;LIQUIDADA
TRANSPORTES DE GAS BESSEGA E MARSON LIMITADA;**.*40.740/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-04-25;357588,0;4,0;54;LIQUIDADA
ZOPPO MANUTENCAO E REPRESENTACAO DE MAQUINAS ELETRICAS;**.*15.801/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2023-04-28;8000,0;1,41;81;ATIVA
BERTOLINI S/A;**.*56.650/0001-**; ES;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2021-11-04;2544563,0;4,55;30;LIQUIDADA
EXPRESSO LEAOZINHO LTDA;**.*39.138/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-06-26;;13,65;54;ATIVA
SUPERMERCADO BOZA LTDA;**.*19.905/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-03-19;67289,0;4,5;42;LIQUIDADA
TRANZAL TRANSPORTES ZANELLA LTDA;**.*93.361/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-02-03;55432,0;5,4;54;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-02-14;50000,0;8,75;54;LIQUIDADA
BAREFAME INSTALACOES INDUSTRIAIS LTDA;**.*59.372/0001-**; MS;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2005-05-20;26928,0;4,5;48;LIQUIDADA
FR-4 FITNESS ACADEMIA DE GINASTICA E NATACAO LTDA;**.*75.006/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2018-10-11;800000,0;7,51;42;LIQUIDADA
A COMERCIAL TRANSPORTE E LOCACOES LTDA;**.*35.645/0001-**; GO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2015-04-14;94491,0;9,5;57;LIQUIDADA
CONCAP RECUPERACAO COMERCIO E INDUSTRIA DE PNEUS CONCHA;**.*67.544/0001-**; SP;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-02-03;400000,0;7,38;22;LIQUIDADA
ISOMONTE SA;**.*66.926/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-03-22;33250,0;4,7;60;LIQUIDADA
SCHWAMBACH ARTEFATOS DE MADEIRA LTDA ME;**.*81.006/0001-**; SC;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-06-12;100000,0;5,5;96;LIQUIDADA
IZZEB PLAST LTDA;**.*30.952/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2006-11-08;189048,0;5,0;36;LIQUIDADA
INDUSTRIA DE MASSAS ALIMENTICIAS ROSANE LTDA;**.*33.552/0001-**; SC;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-04-04;48600,0;6,4;54;LIQUIDADA
R M X MOURAO GAVINHO COMERCIO;**.*10.979/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-08-17;133000,0;1,66;57;LIQUIDADA
CHETCO TRANSPORTES DE CAR LTDA;**.*83.466/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-03-18;126000,0;4,5;90;LIQUIDADA
CASA DAS FRUTAS SAO JOSE LTDA - ME;**.*65.580/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-07-18;65700,0;7,0;60;LIQUIDADA
UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;**.*18.633/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2006-10-26;26105,0;4,1;54;LIQUIDADA
JSL S.A.;**.*48.435/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2008-09-17;400000,0;3,25;48;LIQUIDADA
TLGA TRANSPORTES E LOGISTICA GRALHA AZUL DO BRASIL LTDA;**.*77.785/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-05-02;230000,0;7,7;57;LIQUIDADA
AGILITA INDUSTRIALIZACAO E SERVICOS GERAIS LTDA EPP;**.*56.894/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-12-14;275000,0;2,5;57;LIQUIDADA
BLOCOS INDAIATUBA LTDA;**.*52.199/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-11-13;208000,0;6,0;57;LIQUIDADA
GILLIANO DA SILVA ARAUJO FERRAGENS;**.*11.995/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-03-25;30600,0;3,0;45;LIQUIDADA
TMG IMPLEMENTOS LTDA;**.*42.493/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-03-21;155000,0;5,0;24;ATIVA
ROMI S.A.;**.*20.428/0001-**; PR;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2008-08-28;115137,0;4,4;42;LIQUIDADA
R & S SILVA LTDA;**.*90.620/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2015-09-18;272973,0;9,5;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-30;3500,0;8,75;48;LIQUIDADA
SUPERMERCADO PACOTAO 2000 LTDA;**.*84.521/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2015-08-04;91000,0;9,5;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-05-04;150000,0;8,75;60;LIQUIDADA
ALTA ENERGIA EMPREENDIMENTOS E CONSTRUCOES S/A;**.*99.748/0001-**; MT;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-05-18;78109,0;2,9;54;LIQUIDADA
FORTCASA MATERIAIS DE CONSTRUCAO LTDA;**.*18.298/0001-**; RR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2023-04-12;636650,0;18,79;57;LIQUIDADA
TRANSPORTES ALTAZAGUI LTDA;**.*13.959/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-04-18;210420,0;4,1;57;LIQUIDADA
HELOISA IND E COM DE PROD LACTEOS LTDA;**.*17.692/0001-**; MS;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-01-14;74000,0;5,5;48;LIQUIDADA
EJ TRANSPORTES LTDA;**.*00.548/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-14;222502,0;7,0;57;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-03-19;10500,0;2,0;72;LIQUIDADA
SINALBLU INDUSTRIA E COMERCIO LTDA;**.*33.422/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-07-08;23400,0;5,7;57;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-06-22;1573,0;4,0;48;ATIVA
MYTHO COMERCIO DE CALCADOS E CONFECCOES;**.*47.945/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-12-04;98827,0;5,5;96;LIQUIDADA
JOSE PEREIRA DA SILVA E CIA LTDA;**.*61.320/0001-**; RS;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-08-30;25950,0;3,75;24;LIQUIDADA
A C TRATORES E SERVICOS LTDA;**.*15.447/0001-**; PE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-09-26;119000,0;4,1;33;LIQUIDADA
LUCIANO DE PADUA CINTRA E OUTR;**.*80.330/0001-**; SP;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2013-10-18;85000,0;3,0;57;LIQUIDADA
TRANSPORTES TIJU LTDA;**.*54.731/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2017-04-19;96396,0;4,6;57;LIQUIDADA
PARIS & CIA LTDA;**.*76.957/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-06-10;167506,0;7,0;90;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-04-07;49445,0;8,75;36;LIQUIDADA
